7.000000000000000000e+00 4.200000000000000000e+01 4.200000000000000000e+01 4.250235699020108449e+00 3.484355198933657375e+05 1.538271181188642478e+00 4.294022846629180101e+00
7.000000000000000000e+00 4.422222222222222143e+01 4.422222222222222143e+01 4.255232202902801575e+00 3.483408730423030793e+05 1.527955263394202401e+00 4.163399098970971046e+00
7.000000000000000000e+00 4.644444444444444287e+01 4.644444444444444287e+01 4.259957744923954515e+00 3.483917093769629137e+05 1.518124219529916497e+00 4.018769552343882445e+00
7.000000000000000000e+00 4.866666666666666430e+01 4.866666666666666430e+01 4.263942002273419796e+00 3.486248121973554953e+05 1.509813049568823562e+00 3.859372592684140901e+00
7.000000000000000000e+00 5.088888888888888573e+01 5.088888888888888573e+01 4.266545727504636787e+00 3.490297737647158210e+05 1.504342249497457873e+00 3.684486339593445958e+00
7.000000000000000000e+00 5.311111111111111427e+01 5.311111111111111427e+01 4.266756491166381338e+00 3.489876408795827301e+05 1.503872488933554186e+00 3.492818986322892005e+00
7.000000000000000000e+00 5.533333333333333570e+01 5.533333333333333570e+01 4.260021673558919808e+00 3.437413759777324158e+05 1.517644274631074097e+00 3.272144433128548080e+00
7.000000000000000000e+00 5.755555555555555713e+01 5.755555555555555713e+01 4.262723190494267733e+00 3.555556221712027327e+05 1.512211127176353642e+00 3.079546455260742999e+00
7.000000000000000000e+00 5.977777777777777857e+01 5.977777777777777857e+01 4.245802772586505291e+00 3.492232648837586748e+05 1.546792140726133580e+00 2.827284134545355432e+00
7.000000000000000000e+00 6.200000000000000000e+01 6.200000000000000000e+01 4.226397667622921794e+00 3.477966340113650076e+05 1.586814648654937709e+00 2.583021085334617162e+00
